Sample ID;COI-5P Seq. Length;OTU;Life Stage;Types;Genus;Species;Collectors;Collection Date;Country/Ocean;Sector;Exact Site;Exact Site 2;Lat;Lon;Elev;Habitat;Microhabitat;Sampling Protocol;Site Code;Collection Event ID;Microhabitat 2
EW-MI15-0214;658[0n];OTU#028;cocoon;Other;Nouraguesia;Nouraguesia parare;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;slope forest on DIADEMA project A trail;2.238;-54.452;344;slope forest;in decaying trunk;Qualitative sampling in decaying trunks;MI15-0572;LayonA_PEN_TRUNK;Trunks
EW-MI15-0077;658[0n];OTU#028;juvenile;Other;Nouraguesia;Nouraguesia parare;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;slope forest on DIADEMA project C trail;2.235;-54.445;377;slope forest;in decaying trunk;Qualitative sampling in decaying trunks;MI15-0562;LayonC_PEN_TRUNK;Trunks
EW-MI15-0172;658[0n];OTU#028;juvenile;Other;Nouraguesia;Nouraguesia parare;C. Baraloto;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;transition forest on Tchoukou Chipan Inselberg;2.2462;-54.4862;329;tropical rainforest;in cave;Qualitative samplin in cave;MI15-Tchou-GR;MI15-Tchou-GR;Soil
EW-MI15-0198;658[0n];OTU#028;juvenile;Other;Nouraguesia;Nouraguesia parare;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;slope forest on DIADEMA project A trail;2.238;-54.452;344;slope forest;in decaying trunk;Qualitative sampling in decaying trunks;MI15-0572;LayonA_PEN_TRUNK;Trunks
EW-MI15-0199;658[0n];OTU#028;juvenile;Other;Nouraguesia;Nouraguesia parare;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;slope forest on DIADEMA project A trail;2.238;-54.452;344;slope forest;in decaying trunk;Qualitative sampling in decaying trunks;MI15-0572;LayonA_PEN_TRUNK;Trunks
EW-MI15-0200;658[0n];OTU#028;juvenile;Other;Nouraguesia;Nouraguesia parare;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;slope forest on DIADEMA project A trail;2.238;-54.452;344;slope forest;in decaying trunk;Qualitative sampling in decaying trunks;MI15-0572;LayonA_PEN_TRUNK;Trunks
EW-MI15-0201;658[0n];OTU#028;juvenile;Other;Nouraguesia;Nouraguesia parare;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;slope forest on DIADEMA project A trail;2.238;-54.452;344;slope forest;in decaying trunk;Qualitative sampling in decaying trunks;MI15-0572;LayonA_PEN_TRUNK;Trunks
EW-MI15-0236;658[0n];OTU#028;juvenile;Other;Nouraguesia;Nouraguesia parare;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;lowland forest on DIADEMA project A trail;2.243;-54.465;327;lowland forest;in litter accumulation on granite rocks;Qualitative sampling on granite rocks;MI15-0590;LayonA_BF_ROCK;Litter
EW-MI15-0237;658[0n];OTU#028;juvenile;Other;Nouraguesia;Nouraguesia parare;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;lowland forest on DIADEMA project A trail;2.243;-54.465;327;lowland forest;in litter accumulation on granite rocks;Qualitative sampling on granite rocks;MI15-0590;LayonA_BF_ROCK;Litter
EW-MI15-0238;658[0n];OTU#028;juvenile;Other;Nouraguesia;Nouraguesia parare;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;lowland forest on DIADEMA project A trail;2.243;-54.465;327;lowland forest;in litter accumulation on granite rocks;Qualitative sampling on granite rocks;MI15-0590;LayonA_BF_ROCK;Litter
EW-MI15-0239;658[0n];OTU#028;juvenile;Other;Nouraguesia;Nouraguesia parare;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;lowland forest on DIADEMA project A trail;2.243;-54.465;327;lowland forest;in litter accumulation on granite rocks;Qualitative sampling on granite rocks;MI15-0590;LayonA_BF_ROCK;Litter
EW-MI15-0242;658[0n];OTU#028;juvenile;Other;Nouraguesia;Nouraguesia parare;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;lowland forest on DIADEMA project A trail;2.243;-54.465;327;lowland forest;in decaying trunk;Qualitative sampling in decaying trunks;MI15-0588;LayonA_BF_TRUNK;Trunks
EW-MI15-0244;658[0n];OTU#028;juvenile;Other;Nouraguesia;Nouraguesia parare;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;lowland forest on DIADEMA project A trail;2.243;-54.465;327;lowland forest;in decaying trunk;Qualitative sampling in decaying trunks;MI15-0588;LayonA_BF_TRUNK;Trunks
EW-MI15-0253;658[0n];OTU#028;juvenile;Other;Nouraguesia;Nouraguesia parare;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;slope forest on DIADEMA project D trail;2.228;-54.454;339;slope forest;in decaying trunk;Qualitative sampling in decaying trunks;MI15-0552;LayonD_PEN_TRUNK;Trunks
EW-MI15-0258;658[0n];OTU#028;juvenile;Other;Nouraguesia;Nouraguesia parare;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;slope forest on DIADEMA project D trail;2.228;-54.454;339;slope forest;in decaying trunk;Qualitative sampling in decaying trunks;MI15-0552;LayonD_PEN_TRUNK;Trunks
EW-MI15-0259;658[0n];OTU#028;juvenile;Other;Nouraguesia;Nouraguesia parare;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;slope forest on DIADEMA project D trail;2.228;-54.454;339;slope forest;in decaying trunk;Qualitative sampling in decaying trunks;MI15-0552;LayonD_PEN_TRUNK;Trunks
EW-MI15-0260;658[0n];OTU#028;juvenile;Other;Nouraguesia;Nouraguesia parare;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;slope forest on DIADEMA project D trail;2.228;-54.454;339;slope forest;in decaying trunk;Qualitative sampling in decaying trunks;MI15-0552;LayonD_PEN_TRUNK;Trunks
EW-MI15-0261;658[0n];OTU#028;juvenile;Other;Nouraguesia;Nouraguesia parare;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;slope forest on DIADEMA project D trail;2.228;-54.454;339;slope forest;in decaying trunk;Qualitative sampling in decaying trunks;MI15-0552;LayonD_PEN_TRUNK;Trunks
EW-MI15-0295;658[0n];OTU#028;juvenile;Other;Nouraguesia;Nouraguesia parare;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;plateau forest on DIADEMA project C trail;2.233;-54.444;449;plateau forest;in decaying trunk;Qualitative sampling in decaying trunks;MI15-0557;LayonC_PLA_TRUNK;Trunks
EW-MI15-0296;658[0n];OTU#028;juvenile;Other;Nouraguesia;Nouraguesia parare;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;plateau forest on DIADEMA project C trail;2.233;-54.444;449;plateau forest;in decaying trunk;Qualitative sampling in decaying trunks;MI15-0557;LayonC_PLA_TRUNK;Trunks
EW-MI15-0308;658[0n];OTU#045;juvenile;Other;Ocnerodrilidae;Ocnerodrilidae TD045;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;lowland forest on DIADEMA project D trail;2.233;-54.452;318;lowland forest;in decaying trunk;Qualitative sampling in decaying trunks;MI15-0547;LayonD_BF_TRUNK;Trunks
EW-MI15-0224;658[0n];OTU#087;juvenile;Other;Ocnerodrilidae;Ocnerodrilidae TD087;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;lowland forest on DIADEMA project C trail;2.238;-54.449;310;lowland forest;in the soil;Soil hand sorting (TSBF);MI15-0564;LayonC_BF_TSBF2;Soil
EW-MI15-0229;658[0n];OTU#087;juvenile;Other;Ocnerodrilidae;Ocnerodrilidae TD087;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;lowland forest on DIADEMA project A trail;2.243;-54.465;327;lowland forest;Soil hand sorting (in the soil);Soil hand sorting (TSBF);MI15-0584;LayonA_BF_TSBF1;Soil
EW-MI15-0252;658[0n];OTU#087;juvenile;Other;Ocnerodrilidae;Ocnerodrilidae TD087;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;lowland forest on DIADEMA project A trail;2.243;-54.465;327;lowland forest;in decaying trunk;Qualitative sampling in decaying trunks;MI15-0588;LayonA_BF_TRUNK;Trunks
EW-MI15-0307;658[0n];OTU#089;Adult;Holotype;Guianodrilus;Guianodrilus corticolous;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;lowland forest on DIADEMA project D trail;2.233;-54.452;318;lowland forest;in decaying trunk;Qualitative sampling in decaying trunks;MI15-0547;LayonD_BF_TRUNK;Trunks
EW-MI15-0251;658[0n];OTU#089;adult;Paratype;Guianodrilus;Guianodrilus corticolous;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;lowland forest on DIADEMA project A trail;2.243;-54.465;327;lowland forest;in decaying trunk;Qualitative sampling in decaying trunks;MI15-0588;LayonA_BF_TRUNK;Trunks
EW-MI15-0309;658[0n];OTU#091;juvenile;Other;Ocnerodrilidae;Ocnerodrilidae TD091;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;lowland forest on DIADEMA project D trail;2.233;-54.452;318;lowland forest;in decaying trunk;Qualitative sampling in decaying trunks;MI15-0547;LayonD_BF_TRUNK;Trunks
EW-MI15-0235;658[0n];OTU#012;Adult;Holotype;Omodeoscolex;Omodeoscolex touroulti;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;lowland forest on DIADEMA project A trail;2.243;-54.465;327;lowland forest;in termite nest;Qualitative sampling in termite nest;MI15-0589;LayonA_BF_TERM;Trunks
EW-MI15-0079;641[0n];OTU#012;adult;Paratype;Omodeoscolex;Omodeoscolex touroulti;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;slope forest on DIADEMA project C trail;2.235;-54.445;377;slope forest;in decaying trunk;Qualitative sampling in decaying trunks;MI15-0562;LayonC_PEN_TRUNK;Trunks
EW-MI15-0282;658[0n];OTU#012;juvenile;Paratype;Omodeoscolex;Omodeoscolex touroulti;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;plateau forest at base camp;2.23398;-54.4503;331;plateau forest;in decaying trunk;Qualitative sampling in decaying trunks;MI15-Camp-T;Camp_TRUNK;Trunks
EW-MI15-0248;658[0n];OTU#072;Adult;Holotype;Omodeoscolex;Omodeoscolex abamaensis;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;lowland forest on DIADEMA project A trail;2.243;-54.465;327;lowland forest;in decaying trunk;Qualitative sampling in decaying trunks;MI15-0588;LayonA_BF_TRUNK;Trunks
EW-MI15-0247;658[0n];OTU#072;adult;Paratype;Omodeoscolex;Omodeoscolex abamaensis;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;lowland forest on DIADEMA project A trail;2.243;-54.465;327;lowland forest;in decaying trunk;Qualitative sampling in decaying trunks;MI15-0588;LayonA_BF_TRUNK;Trunks
EW-MI15-0249;658[0n];OTU#072;adult;Paratype;Omodeoscolex;Omodeoscolex abamaensis;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;lowland forest on DIADEMA project A trail;2.243;-54.465;327;lowland forest;in decaying trunk;Qualitative sampling in decaying trunks;MI15-0588;LayonA_BF_TRUNK;Trunks
EW-MI15-0299;658[0n];OTU#072;adult;Paratype;Omodeoscolex;Omodeoscolex abamaensis;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;plateau forest on DIADEMA project C trail;2.233;-54.444;449;plateau forest;in decaying trunk;Qualitative sampling in decaying trunks;MI15-0557;LayonC_PLA_TRUNK;Trunks
EW-MI15-0305;658[0n];OTU#072;adult;Paratype;Omodeoscolex;Omodeoscolex abamaensis;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;lowland forest on DIADEMA project D trail;2.233;-54.452;318;lowland forest;in decaying trunk;Qualitative sampling in decaying trunks;MI15-0547;LayonD_BF_TRUNK;Trunks
EW-MI15-0035;658[0n];OTU#072;Fragment;Other;Omodeoscolex;Omodeoscolex abamaensis;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;heliconia forest near plateau forest at base camp;2.23068;-54.4494;351;heliconia forest;in decaying trunk;Qualitative sampling in decaying trunks;MI15-0583;Balisiers_TRUNK;Trunks
EW-MI15-0310;658[0n];OTU#072;juvenile;Other;Omodeoscolex;Omodeoscolex abamaensis;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;lowland forest on DIADEMA project D trail;2.233;-54.452;318;lowland forest;in decaying trunk;Qualitative sampling in decaying trunks;MI15-0547;LayonD_BF_TRUNK;Trunks
EW-MI15-0203;658[0n];OTU#086;Adult;Holotype;Omodeoscolex;Omodeoscolex tetraspermatheca;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;slope forest on DIADEMA project A trail;2.238;-54.452;344;slope forest;in decaying trunk;Qualitative sampling in decaying trunks;MI15-0572;LayonA_PEN_TRUNK;Trunks
EW-MI15-0204;658[0n];OTU#086;adult;Paratype;Omodeoscolex;Omodeoscolex tetraspermatheca;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;slope forest on DIADEMA project A trail;2.238;-54.452;344;slope forest;in decaying trunk;Qualitative sampling in decaying trunks;MI15-0572;LayonA_PEN_TRUNK;Trunks
EW-MI15-0002;641[0n];OTU#026;adult;Other;Pontoscolex;Pontoscolex corethrurus;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;rocky savannah on DIADEMA project C trail;2.2386;-54.4348;401;inselberg rocky savannah;in terrestrial bromeliad roots;Qualitative sampling in bromeliad roots;MI15-0596;LayonC_SR3_ROOT;Roots
EW-MI15-0003;658[0n];OTU#026;adult;Other;Pontoscolex;Pontoscolex corethrurus;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;rocky savannah on DIADEMA project C trail;2.2386;-54.4348;401;inselberg rocky savannah;in terrestrial bromeliad roots;Qualitative sampling in bromeliad roots;MI15-0596;LayonC_SR3_ROOT;Roots
EW-MI15-0004;638[0n];OTU#026;adult;Other;Pontoscolex;Pontoscolex corethrurus;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;rocky savannah on DIADEMA project C trail;2.2386;-54.4348;401;inselberg rocky savannah;in terrestrial bromeliad roots;Qualitative sampling in bromeliad roots;MI15-0596;LayonC_SR3_ROOT;Roots
EW-MI15-0005;640[0n];OTU#026;adult;Other;Pontoscolex;Pontoscolex corethrurus;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;rocky savannah on DIADEMA project C trail;2.2386;-54.4348;401;inselberg rocky savannah;in terrestrial bromeliad roots;Qualitative sampling in bromeliad roots;MI15-0596;LayonC_SR3_ROOT;Roots
EW-MI15-0006;628[0n];OTU#026;adult;Other;Pontoscolex;Pontoscolex corethrurus;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;rocky savannah on DIADEMA project C trail;2.2386;-54.4348;401;inselberg rocky savannah;in terrestrial bromeliad roots;Qualitative sampling in bromeliad roots;MI15-0596;LayonC_SR3_ROOT;Roots
EW-MI15-0037;653[0n];OTU#026;adult;Other;Pontoscolex;Pontoscolex corethrurus;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;heliconia forest near plateau forest at base camp;2.23068;-54.4494;351;heliconia forest;in the soil;Qualitative sampling in soil;MI15-0582;Balisiers_SOIL;Soil
EW-MI15-0038;641[0n];OTU#026;adult;Other;Pontoscolex;Pontoscolex corethrurus;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;heliconia forest near plateau forest at base camp;2.23068;-54.4494;351;heliconia forest;in the soil;Qualitative sampling in soil;MI15-0582;Balisiers_SOIL;Soil
EW-MI15-0039;651[0n];OTU#026;adult;Other;Pontoscolex;Pontoscolex corethrurus;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;heliconia forest near plateau forest at base camp;2.23068;-54.4494;351;heliconia forest;in the soil;Qualitative sampling in soil;MI15-0582;Balisiers_SOIL;Soil
EW-MI15-0040;641[0n];OTU#026;adult;Other;Pontoscolex;Pontoscolex corethrurus;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;heliconia forest near plateau forest at base camp;2.23068;-54.4494;351;heliconia forest;in the soil;Qualitative sampling in soil;MI15-0582;Balisiers_SOIL;Soil
EW-MI15-0075;424[0n];OTU#026;adult;Other;Pontoscolex;Pontoscolex corethrurus;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;slope forest on DIADEMA project C trail;2.235;-54.445;377;slope forest;in the soil;Soil hand sorting (TSBF);MI15-0560;LayonC_PEN_TSBF3;Soil
EW-MI15-0082;632[0n];OTU#026;adult;Other;Pontoscolex;Pontoscolex corethrurus;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;slope forest on DIADEMA project C trail;2.235;-54.445;377;slope forest;in the soil;Soil hand sorting (TSBF);MI15-0559;LayonC_PEN_TSBF2;Soil
EW-MI15-0083;641[0n];OTU#026;adult;Other;Pontoscolex;Pontoscolex corethrurus;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;slope forest on DIADEMA project C trail;2.235;-54.445;377;slope forest;in the soil;Soil hand sorting (TSBF);MI15-0559;LayonC_PEN_TSBF2;Soil
EW-MI15-0090;641[0n];OTU#026;adult;Other;Pontoscolex;Pontoscolex corethrurus;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;plateau forest on DIADEMA project A trail;2.244;-54.459;371;plateau forest;in the soil;Qualitative sampling in soil;MI15-0576;LayonA_PLA_SOIL;Soil
EW-MI15-0114;641[0n];OTU#026;adult;Other;Pontoscolex;Pontoscolex corethrurus;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;transition forest # 2 Sommet en Cloche Inselberg;2.23309;-54.4596;395;inselberg transition forest;in the soil;Qualitative sampling in soil;MI15-FT3;Cloche_FT3_SOIL;Soil
EW-MI15-0115;641[0n];OTU#026;adult;Other;Pontoscolex;Pontoscolex corethrurus;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;transition forest # 2 Sommet en Cloche Inselberg;2.23309;-54.4596;395;inselberg transition forest;in the soil;Qualitative sampling in soil;MI15-FT3;Cloche_FT3_SOIL;Soil
EW-MI15-0116;658[0n];OTU#026;adult;Other;Pontoscolex;Pontoscolex corethrurus;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;transition forest # 2 Sommet en Cloche Inselberg;2.23309;-54.4596;395;inselberg transition forest;in the soil;Qualitative sampling in soil;MI15-FT3;Cloche_FT3_SOIL;Soil
EW-MI15-0117;658[0n];OTU#026;adult;Other;Pontoscolex;Pontoscolex corethrurus;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;transition forest # 2 Sommet en Cloche Inselberg;2.23309;-54.4596;395;inselberg transition forest;in the soil;Qualitative sampling in soil;MI15-FT3;Cloche_FT3_SOIL;Soil
EW-MI15-0119;658[0n];OTU#026;adult;Other;Pontoscolex;Pontoscolex corethrurus;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;transition forest # 2 Sommet en Cloche Inselberg;2.23309;-54.4596;395;inselberg transition forest;in the soil;Qualitative sampling in soil;MI15-FT3;Cloche_FT3_SOIL;Soil
EW-MI15-0182;658[0n];OTU#026;adult;Other;Pontoscolex;Pontoscolex corethrurus;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;plateau forest at base camp;2.23398;-54.4503;331;plateau forest;in the soil;Qualitative sampling in soil;MI15-Camp;Camp_SOIL;Soil
EW-MI15-0183;658[0n];OTU#026;adult;Other;Pontoscolex;Pontoscolex corethrurus;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;lowland forest on DIADEMA project D trail;2.233;-54.452;318;lowland forest;in the soil;Qualitative sampling in soil;MI15-0546;LayonD_BF_SOIL;Soil
EW-MI15-0184;658[0n];OTU#026;adult;Other;Pontoscolex;Pontoscolex corethrurus;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;lowland forest on DIADEMA project D trail;2.233;-54.452;318;lowland forest;in the soil;Qualitative sampling in soil;MI15-0546;LayonD_BF_SOIL;Soil
EW-MI15-0185;658[0n];OTU#026;adult;Other;Pontoscolex;Pontoscolex corethrurus;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;lowland forest on DIADEMA project D trail;2.233;-54.452;318;lowland forest;in the soil;Qualitative sampling in soil;MI15-0546;LayonD_BF_SOIL;Soil
EW-MI15-0186;658[0n];OTU#026;adult;Other;Pontoscolex;Pontoscolex corethrurus;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;lowland forest on DIADEMA project D trail;2.233;-54.452;318;lowland forest;in the soil;Qualitative sampling in soil;MI15-0546;LayonD_BF_SOIL;Soil
EW-MI15-0187;658[0n];OTU#026;adult;Other;Pontoscolex;Pontoscolex corethrurus;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;lowland forest on DIADEMA project D trail;2.233;-54.452;318;lowland forest;in the soil;Qualitative sampling in soil;MI15-0546;LayonD_BF_SOIL;Soil
EW-MI15-0215;619[0n];OTU#026;adult;Other;Pontoscolex;Pontoscolex corethrurus;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;slope forest on DIADEMA project A trail;2.238;-54.452;344;slope forest;in the soil;Qualitative sampling in soil;MI15-0571;LayonA_PEN_SOIL;Soil
EW-MI15-0216;658[0n];OTU#026;adult;Other;Pontoscolex;Pontoscolex corethrurus;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;slope forest on DIADEMA project A trail;2.238;-54.452;344;slope forest;in the soil;Qualitative sampling in soil;MI15-0571;LayonA_PEN_SOIL;Soil
EW-MI15-0221;658[0n];OTU#026;adult;Other;Pontoscolex;Pontoscolex corethrurus;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;hilltop forest on Borne 1 Inselberg;2.20976;-54.4369;600;inselberg hilltop forest;in the soil;Qualitative sampling in soil;MI15-599;Borne1_FS2_SOIL;Soil
EW-MI15-0222;658[0n];OTU#026;adult;Other;Pontoscolex;Pontoscolex corethrurus;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;hilltop forest on Borne 1 Inselberg;2.20976;-54.4369;600;inselberg hilltop forest;in the soil;Qualitative sampling in soil;MI15-599;Borne1_FS2_SOIL;Soil
EW-MI15-0232;658[0n];OTU#026;adult;Other;Pontoscolex;Pontoscolex corethrurus;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;lowland forest on DIADEMA project A trail;2.243;-54.465;327;lowland forest;in termite nest;Qualitative sampling in termite nest;MI15-0589;LayonA_BF_TERM;Trunks
EW-MI15-0233;658[0n];OTU#026;adult;Other;Pontoscolex;Pontoscolex corethrurus;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;lowland forest on DIADEMA project A trail;2.243;-54.465;327;lowland forest;in termite nest;Qualitative sampling in termite nest;MI15-0589;LayonA_BF_TERM;Trunks
EW-MI15-0234;658[0n];OTU#026;adult;Other;Pontoscolex;Pontoscolex corethrurus;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;lowland forest on DIADEMA project A trail;2.243;-54.465;327;lowland forest;in termite nest;Qualitative sampling in termite nest;MI15-0589;LayonA_BF_TERM;Trunks
EW-MI15-0273;658[0n];OTU#026;adult;Other;Pontoscolex;Pontoscolex corethrurus;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;slope forest on DIADEMA project D trail;2.228;-54.454;339;slope forest;in the soil;Qualitative sampling in soil;MI15-0551;LayonD_PEN_SOIL;Soil
EW-MI15-0315;658[0n];OTU#026;adult;Other;Pontoscolex;Pontoscolex corethrurus;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;tropical rainforest on DIADEMA project D trail;2.22398;-54.4557;317;tropical rainforest;in the soil;Qualitative sampling in soil;MI15-D-Sol;LayonD_HP_SOIL;Soil
EW-MI15-0345;658[0n];OTU#026;adult;Other;Pontoscolex;Pontoscolex corethrurus;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;transition forest # 1 Sommet en Cloche Inselberg;2.23183;-54.4609;401;inselberg transition forest;in litter accumulation on granite rocks;Qualitative sampling on granite rocks;MI15-0592;Cloche_FT1_ROCK;Litter
EW-MI15-0346;658[0n];OTU#026;adult;Other;Pontoscolex;Pontoscolex corethrurus;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;transition forest # 1 Sommet en Cloche Inselberg;2.23183;-54.4609;401;inselberg transition forest;in litter accumulation on granite rocks;Qualitative sampling on granite rocks;MI15-0592;Cloche_FT1_ROCK;Litter
EW-MI15-0347;658[0n];OTU#026;adult;Other;Pontoscolex;Pontoscolex corethrurus;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;transition forest # 1 Sommet en Cloche Inselberg;2.23183;-54.4609;401;inselberg transition forest;in litter accumulation on granite rocks;Qualitative sampling on granite rocks;MI15-0592;Cloche_FT1_ROCK;Litter
EW-MI15-0351;658[0n];OTU#026;adult;Other;Pontoscolex;Pontoscolex corethrurus;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;transition forest # 1 Sommet en Cloche Inselberg;2.23183;-54.4609;401;inselberg transition forest;in stream sediments;Qualitative sampling in stream;MI15-0594;Cloche_FT1_AQUA;Soil
EW-MI15-0007;634[0n];OTU#026;cocoon;Other;Pontoscolex;Pontoscolex corethrurus;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;rocky savannah on DIADEMA project C trail;2.2386;-54.4348;401;inselberg rocky savannah;in terrestrial bromeliad roots;Qualitative sampling in bromeliad roots;MI15-0596;LayonC_SR3_ROOT;Roots
