Sample ID;COI-5P Seq. Length;OTU;Life Stage;Types;Genus;Species;Collectors;Collection Date;Country/Ocean;Sector;Exact Site;Exact Site 2;Lat;Lon;Elev;Habitat;Microhabitat;Sampling Protocol;Site Code;Collection Event ID;Microhabitat 2
EW-MI15-0363;658[0n];OTU#079;adult;Other;Andiorrhinus;Andiorrhinus pascalei;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;plateau forest at base camp;2.23398;-54.4503;331;plateau forest;in the soil;Qualitative sampling in soil;MI15-Camp;Camp_SOIL;Soil
EW-MI15-0094;658[0n];OTU#079;juvenile;Other;Andiorrhinus;Andiorrhinus pascalei;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;plateau forest on DIADEMA project D trail;2.216;-54.457;381;plateau forest;in the soil;Qualitative sampling in soil;MI15-0541;LayonD_PLA_SOIL;Soil
EW-MI15-0100;658[0n];OTU#079;juvenile;Other;Andiorrhinus;Andiorrhinus pascalei;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;plateau forest on DIADEMA project D trail;2.216;-54.457;381;plateau forest;in the soil;Soil hand sorting (TSBF);MI15-0540;LayonD_PLA_TSBF3;Soil
EW-MI15-0174;658[0n];OTU#084;Adult;Holotype;Andiorrhinus;Andiorrhinus pascalei;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;plateau forest at base camp;2.23398;-54.4503;331;plateau forest;in the soil;Qualitative sampling in soil;MI15-Camp;Camp_SOIL;Soil
EW-MI15-0176;658[0n];OTU#084;adult;Paratype;Andiorrhinus;Andiorrhinus pascalei;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;plateau forest at base camp;2.23398;-54.4503;331;plateau forest;in the soil;Qualitative sampling in soil;MI15-Camp;Camp_SOIL;Soil
EW-MI15-0177;658[0n];OTU#084;juvenile;Other;Andiorrhinus;Andiorrhinus pascalei;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;plateau forest at base camp;2.23398;-54.4503;331;plateau forest;in the soil;Qualitative sampling in soil;MI15-Camp;Camp_SOIL;Soil
EW-MI15-0271;658[0n];OTU#074;Adult;Holotype;Atatina;Atatina albida;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;slope forest on DIADEMA project D trail;2.228;-54.454;339;slope forest;in decaying trunk;Qualitative sampling in decaying trunks;MI15-0552;LayonD_PEN_TRUNK;Trunks
EW-MI15-0052;624[0n];OTU#074;adult;Paratype;Atatina;Atatina albida;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;heliconia forest near plateau forest at base camp;2.23068;-54.4494;351;heliconia forest;in the soil;Qualitative sampling in soil;MI15-0582;Balisiers_SOIL;Soil
EW-MI15-0121;658[0n];OTU#074;adult;Paratype;Atatina;Atatina albida;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;transition forest # 2 Sommet en Cloche Inselberg;2.23309;-54.4596;395;inselberg transition forest;in the soil;Qualitative sampling in soil;MI15-FT3;Cloche_FT3_SOIL;Soil
EW-MI15-0122;621[0n];OTU#074;adult;Paratype;Atatina;Atatina albida;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;transition forest # 2 Sommet en Cloche Inselberg;2.23309;-54.4596;395;inselberg transition forest;in the soil;Qualitative sampling in soil;MI15-FT3;Cloche_FT3_SOIL;Soil
EW-MI15-0123;631[0n];OTU#074;adult;Paratype;Atatina;Atatina albida;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;transition forest # 2 Sommet en Cloche Inselberg;2.23309;-54.4596;395;inselberg transition forest;in the soil;Qualitative sampling in soil;MI15-FT3;Cloche_FT3_SOIL;Soil
EW-MI15-0124;658[0n];OTU#074;adult;Paratype;Atatina;Atatina albida;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;transition forest # 2 Sommet en Cloche Inselberg;2.23309;-54.4596;395;inselberg transition forest;in the soil;Qualitative sampling in soil;MI15-FT3;Cloche_FT3_SOIL;Soil
EW-MI15-0125;658[0n];OTU#074;adult;Paratype;Atatina;Atatina albida;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;transition forest # 2 Sommet en Cloche Inselberg;2.23309;-54.4596;395;inselberg transition forest;in the soil;Qualitative sampling in soil;MI15-FT3;Cloche_FT3_SOIL;Soil
EW-MI15-0226;658[0n];OTU#074;adult;Paratype;Atatina;Atatina albida;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;lowland forest on DIADEMA project C trail;2.238;-54.449;310;lowland forest;in the soil;Soil hand sorting (TSBF);MI15-0563;LayonC_BF_TSBF1;Soil
EW-MI15-0270;658[0n];OTU#074;adult;Paratype;Atatina;Atatina albida;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;slope forest on DIADEMA project D trail;2.228;-54.454;339;slope forest;in decaying trunk;Qualitative sampling in decaying trunks;MI15-0552;LayonD_PEN_TRUNK;Trunks
EW-MI15-0306;658[0n];OTU#074;adult;Paratype;Atatina;Atatina albida;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;lowland forest on DIADEMA project D trail;2.233;-54.452;318;lowland forest;in decaying trunk;Qualitative sampling in decaying trunks;MI15-0547;LayonD_BF_TRUNK;Trunks
EW-MI15-0368;658[0n];OTU#074;adult;Paratype;Atatina;Atatina albida;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;plateau forest at base camp;2.23398;-54.4503;331;plateau forest;in the soil;Qualitative sampling in soil;MI15-Camp;Camp_SOIL;Soil
EW-MI15-0126;658[0n];OTU#074;juvenile;Other;Atatina;Atatina albida;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;transition forest # 2 Sommet en Cloche Inselberg;2.23309;-54.4596;395;inselberg transition forest;in the soil;Qualitative sampling in soil;MI15-FT3;Cloche_FT3_SOIL;Soil
EW-MI15-0034;658[0n];OTU#035;adult;Other;Dichogaster;Dichogaster andina;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;heliconia forest near plateau forest at base camp;2.23068;-54.4494;351;heliconia forest;in decaying trunk;Qualitative sampling in decaying trunks;MI15-0583;Balisiers_TRUNK;Trunks
EW-MI15-0312;658[0n];OTU#035;adult;Other;Dichogaster;Dichogaster andina;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;plateau forest at base camp;2.23398;-54.4503;331;plateau forest;in the soil;Qualitative sampling in soil;MKT03;MKT03;Soil
EW-MI15-0193;658[0n];OTU#035;juvenile;Other;Dichogaster;Dichogaster andina;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;plateau forest at base camp;2.23398;-54.4503;331;plateau forest;in the soil;Qualitative sampling in soil;MI15-Camp;Camp_SOIL;Soil
EW-MI15-0316;658[0n];OTU#035;juvenile;Other;Dichogaster;Dichogaster andina;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;plateau forest at base camp;2.23398;-54.4503;331;plateau forest;in epiphytes;Qualitative sampling in epiphytes;MI15-Camp-Arb;Camp_TREE;Trunks
EW-MI15-0317;658[0n];OTU#035;juvenile;Other;Dichogaster;Dichogaster andina;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;plateau forest at base camp;2.23398;-54.4503;331;plateau forest;in epiphytes;Qualitative sampling in epiphytes;MI15-Camp-Arb;Camp_TREE;Trunks
EW-MI15-0311;658[0n];OTU#048;juvenile;Other;Dichogaster;Dichogaster bolaui;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;lowland forest on DIADEMA project D trail;2.233;-54.452;318;lowland forest;in decaying trunk;Qualitative sampling in decaying trunks;MI15-0547;LayonD_BF_TRUNK;Trunks
EW-MI15-0001;636[0n];OTU#064;Adult;Holotype;Martiodrilus;Martiodrilus flavus;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;transition forest on DIADEMA project C trail;2.23865;-54.4352;389;transition forest;in decaying trunk;Qualitative sampling in decaying trunks;MI15-0597;LayonC_FT2_TRUNK;Trunks
EW-MI15-0358;658[0n];OTU#064;adult;Paratype;Martiodrilus;Martiodrilus flavus;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;slope forest on trail to Sommet en Cloche Inselberg;2.23509;-54.4532;352;slope forest;in the soil;Qualitative sampling in soil;MI15-LayCl;LayonCL_HP_SOIL;Soil
EW-MI15-0359;658[0n];OTU#064;adult;Paratype;Martiodrilus;Martiodrilus flavus;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;slope forest on trail to Sommet en Cloche Inselberg;2.23509;-54.4532;352;slope forest;in the soil;Qualitative sampling in soil;MI15-LayCl;LayonCL_HP_SOIL;Soil
EW-MI15-0008;658[0n];OTU#064;adult;Paratype;Martiodrilus;Martiodrilus flavus;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;plateau forest on DIADEMA project D trail;2.216;-54.457;381;plateau forest;in decaying trunk;Qualitative sampling in decaying trunks;MI15-0542;LayonD_PLA_TRUNK;Trunks
EW-MI15-0009;658[0n];OTU#064;adult;Paratype;Martiodrilus;Martiodrilus flavus;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;plateau forest on DIADEMA project D trail;2.216;-54.457;381;plateau forest;in decaying trunk;Qualitative sampling in decaying trunks;MI15-0542;LayonD_PLA_TRUNK;Trunks
EW-MI15-0010;658[0n];OTU#064;adult;Paratype;Martiodrilus;Martiodrilus flavus;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;plateau forest on DIADEMA project D trail;2.216;-54.457;381;plateau forest;in decaying trunk;Qualitative sampling in decaying trunks;MI15-0542;LayonD_PLA_TRUNK;Trunks
EW-MI15-0024;658[1n];OTU#064;cocoon;Other;Martiodrilus;Martiodrilus flavus;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;plateau forest on DIADEMA project D trail;2.216;-54.457;381;plateau forest;in decaying trunk;Qualitative sampling in decaying trunks;MI15-0542;LayonD_PLA_TRUNK;Trunks
EW-MI15-0028;658[0n];OTU#064;cocoon;Other;Martiodrilus;Martiodrilus flavus;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;plateau forest on DIADEMA project D trail;2.216;-54.457;381;plateau forest;in decaying trunk;Qualitative sampling in decaying trunks;MI15-0542;LayonD_PLA_TRUNK;Trunks
EW-MI15-0012;279[0n];OTU#064;juvenile;Other;Martiodrilus;Martiodrilus flavus;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;plateau forest on DIADEMA project D trail;2.216;-54.457;381;plateau forest;in decaying trunk;Qualitative sampling in decaying trunks;MI15-0542;LayonD_PLA_TRUNK;Trunks
EW-MI15-0013;658[0n];OTU#064;juvenile;Other;Martiodrilus;Martiodrilus flavus;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;plateau forest on DIADEMA project D trail;2.216;-54.457;381;plateau forest;in decaying trunk;Qualitative sampling in decaying trunks;MI15-0542;LayonD_PLA_TRUNK;Trunks
EW-MI15-0014;658[0n];OTU#064;juvenile;Other;Martiodrilus;Martiodrilus flavus;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;plateau forest on DIADEMA project D trail;2.216;-54.457;381;plateau forest;in decaying trunk;Qualitative sampling in decaying trunks;MI15-0542;LayonD_PLA_TRUNK;Trunks
EW-MI15-0015;658[0n];OTU#064;juvenile;Other;Martiodrilus;Martiodrilus flavus;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;plateau forest on DIADEMA project D trail;2.216;-54.457;381;plateau forest;in decaying trunk;Qualitative sampling in decaying trunks;MI15-0542;LayonD_PLA_TRUNK;Trunks
EW-MI15-0016;658[0n];OTU#064;juvenile;Other;Martiodrilus;Martiodrilus flavus;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;plateau forest on DIADEMA project D trail;2.216;-54.457;381;plateau forest;in decaying trunk;Qualitative sampling in decaying trunks;MI15-0542;LayonD_PLA_TRUNK;Trunks
EW-MI15-0017;658[0n];OTU#064;juvenile;Other;Martiodrilus;Martiodrilus flavus;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;plateau forest on DIADEMA project D trail;2.216;-54.457;381;plateau forest;in decaying trunk;Qualitative sampling in decaying trunks;MI15-0542;LayonD_PLA_TRUNK;Trunks
EW-MI15-0018;653[0n];OTU#064;juvenile;Other;Martiodrilus;Martiodrilus flavus;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;plateau forest on DIADEMA project D trail;2.216;-54.457;381;plateau forest;in decaying trunk;Qualitative sampling in decaying trunks;MI15-0542;LayonD_PLA_TRUNK;Trunks
EW-MI15-0175;658[0n];OTU#064;juvenile;Other;Martiodrilus;Martiodrilus flavus;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;plateau forest at base camp;2.23398;-54.4503;331;plateau forest;in the soil;Qualitative sampling in soil;MI15-Camp;Camp_SOIL;Soil
EW-MI15-0289;658[0n];OTU#071;Adult;Holotype;Martiodrilus;Martiodrilus tchoukouchipan;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;plateau forest on DIADEMA project C trail;2.233;-54.444;449;plateau forest;in the soil;Qualitative sampling in soil;MI15-0556;LayonC_PLA_SOIL;Soil
EW-MI15-0110;658[0n];OTU#071;adult;Other;Martiodrilus;Martiodrilus tchoukouchipan;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;transition forest # 2 Sommet en Cloche Inselberg;2.23309;-54.4596;395;inselberg transition forest;in the soil;Qualitative sampling in soil;MI15-FT3;Cloche_FT3_SOIL;Soil
EW-MI15-0111;650[0n];OTU#071;adult;Other;Martiodrilus;Martiodrilus tchoukouchipan;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;transition forest # 2 Sommet en Cloche Inselberg;2.23309;-54.4596;395;inselberg transition forest;in the soil;Qualitative sampling in soil;MI15-FT3;Cloche_FT3_SOIL;Soil
EW-MI15-0112;658[0n];OTU#071;adult;Other;Martiodrilus;Martiodrilus tchoukouchipan;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;transition forest # 2 Sommet en Cloche Inselberg;2.23309;-54.4596;395;inselberg transition forest;in the soil;Qualitative sampling in soil;MI15-FT3;Cloche_FT3_SOIL;Soil
EW-MI15-0113;621[0n];OTU#071;adult;Other;Martiodrilus;Martiodrilus tchoukouchipan;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;transition forest # 2 Sommet en Cloche Inselberg;2.23309;-54.4596;395;inselberg transition forest;in the soil;Qualitative sampling in soil;MI15-FT3;Cloche_FT3_SOIL;Soil
EW-MI15-0129;628[0n];OTU#071;adult;Other;Martiodrilus;Martiodrilus tchoukouchipan;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;tropical rainforest on crowned mountain;NA;NA;NA;tropical rainforest;in the soil;Qualitative sampling in soil;MI15-Mcou;MCOUR_HP_SOIL;Soil
EW-MI15-0152;658[0n];OTU#071;adult;Other;Martiodrilus;Martiodrilus tchoukouchipan;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;hilltop forest on Sommet en Cloche  Inselberg;2.22857;-54.4673;638;inselberg hilltop forest;in decaying trunk;Qualitative sampling in decaying trunks;MI15-0581;Cloche_FS1_TRUNK;Trunks
EW-MI15-0153;658[0n];OTU#071;adult;Other;Martiodrilus;Martiodrilus tchoukouchipan;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;hilltop forest on Sommet en Cloche  Inselberg;2.22857;-54.4673;638;inselberg hilltop forest;in decaying trunk;Qualitative sampling in decaying trunks;MI15-0581;Cloche_FS1_TRUNK;Trunks
EW-MI15-0154;658[0n];OTU#071;adult;Other;Martiodrilus;Martiodrilus tchoukouchipan;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;hilltop forest on Sommet en Cloche  Inselberg;2.22857;-54.4673;638;inselberg hilltop forest;in decaying trunk;Qualitative sampling in decaying trunks;MI15-0581;Cloche_FS1_TRUNK;Trunks
EW-MI15-0155;658[0n];OTU#071;adult;Other;Martiodrilus;Martiodrilus tchoukouchipan;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;rocky savannah #1 on Sommet en Cloche  Inselberg;2.22795;-54.4672;623;inselberg rocky savannah;in terrestrial bromeliad roots;Qualitative sampling in bromeliad roots;MI15-0579;Cloche_SR1_ROOT;Roots
EW-MI15-0156;658[0n];OTU#071;adult;Other;Martiodrilus;Martiodrilus tchoukouchipan;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;rocky savannah #1 on Sommet en Cloche  Inselberg;2.22795;-54.4672;623;inselberg rocky savannah;in terrestrial bromeliad roots;Qualitative sampling in bromeliad roots;MI15-0579;Cloche_SR1_ROOT;Roots
EW-MI15-0158;658[0n];OTU#071;adult;Other;Martiodrilus;Martiodrilus tchoukouchipan;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;rocky savannah #1 on Sommet en Cloche  Inselberg;2.22795;-54.4672;623;inselberg rocky savannah;in terrestrial bromeliad roots;Qualitative sampling in bromeliad roots;MI15-0579;Cloche_SR1_ROOT;Roots
EW-MI15-0159;658[0n];OTU#071;adult;Other;Martiodrilus;Martiodrilus tchoukouchipan;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;rocky savannah #1 on Sommet en Cloche  Inselberg;2.22795;-54.4672;623;inselberg rocky savannah;in terrestrial bromeliad roots;Qualitative sampling in bromeliad roots;MI15-0579;Cloche_SR1_ROOT;Roots
EW-MI15-0313;658[0n];OTU#071;adult;Other;Martiodrilus;Martiodrilus tchoukouchipan;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;transition forest # 1 Sommet en Cloche Inselberg;2.23183;-54.4609;401;inselberg transition forest;in litter accumulation on granite rocks;Qualitative sampling on granite rocks;MI15-0592;Cloche_FT1_ROCK;Litter
EW-MI15-0320;658[0n];OTU#071;adult;Other;Martiodrilus;Martiodrilus tchoukouchipan;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;rocky savannah #2 on Sommet en Cloche  Inselberg;2.23293;-54.4609;427;inselberg rocky savannah;in terrestrial bromeliad roots;Qualitative sampling in bromeliad roots;MI15-0591;Cloche_SR2_ROOT;Roots
EW-MI15-0322;658[0n];OTU#071;adult;Other;Martiodrilus;Martiodrilus tchoukouchipan;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;rocky savannah #2 on Sommet en Cloche  Inselberg;2.23293;-54.4609;427;inselberg rocky savannah;in terrestrial bromeliad roots;Qualitative sampling in bromeliad roots;MI15-0591;Cloche_SR2_ROOT;Roots
EW-MI15-0323;658[0n];OTU#071;adult;Other;Martiodrilus;Martiodrilus tchoukouchipan;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;rocky savannah #2 on Sommet en Cloche  Inselberg;2.23293;-54.4609;427;inselberg rocky savannah;in terrestrial bromeliad roots;Qualitative sampling in bromeliad roots;MI15-0591;Cloche_SR2_ROOT;Roots
EW-MI15-0324;658[0n];OTU#071;adult;Paratype;Martiodrilus;Martiodrilus tchoukouchipan;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;rocky savannah #2 on Sommet en Cloche  Inselberg;2.23293;-54.4609;427;inselberg rocky savannah;in terrestrial bromeliad roots;Qualitative sampling in bromeliad roots;MI15-0591;Cloche_SR2_ROOT;Roots
EW-MI15-0336;658[0n];OTU#071;adult;Paratype;Martiodrilus;Martiodrilus tchoukouchipan;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;transition forest # 1 Sommet en Cloche Inselberg;2.23183;-54.4609;401;inselberg transition forest;in litter accumulation on granite rocks;Qualitative sampling on granite rocks;MI15-0592;Cloche_FT1_ROCK;Litter
EW-MI15-0362;658[0n];OTU#071;adult;Paratype;Martiodrilus;Martiodrilus tchoukouchipan;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;rocky savannah #1 on Sommet en Cloche  Inselberg;2.22795;-54.4672;623;inselberg rocky savannah;in terrestrial bromeliad roots;Qualitative sampling in bromeliad roots;MI15-0579;Cloche_SR1_ROOT;Roots
EW-MI15-0379;658[0n];OTU#071;adult;Paratype;Martiodrilus;Martiodrilus tchoukouchipan;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;rocky savannah #2 on Sommet en Cloche  Inselberg;2.23293;-54.4609;427;inselberg rocky savannah;in terrestrial bromeliad roots;Qualitative sampling in bromeliad roots;MI15-0591;Cloche_SR2_ROOT;Roots
EW-MI15-0108;658[0n];OTU#071;adult;Paratype;Martiodrilus;Martiodrilus tchoukouchipan;C. Baraloto;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;transition forest on Tchoukou Chipan Inselberg;2.24839;-54.4869;405;inselberg transition forest;in the soil;Qualitative samplin in soil;M15-FTTCH;Tchoukoutchipan_FT_soil;Soil
EW-MI15-0127;621[0n];OTU#071;adult;Paratype;Martiodrilus;Martiodrilus tchoukouchipan;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;tropical rainforest on crowned mountain;NA;NA;NA;tropical rainforest;in the soil;Qualitative sampling in soil;MI15-Mcou;MCOUR_HP_SOIL;Soil
EW-MI15-0157;658[0n];OTU#071;adult;Paratype;Martiodrilus;Martiodrilus tchoukouchipan;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;rocky savannah #2 on Sommet en Cloche  Inselberg;2.23293;-54.4609;427;inselberg rocky savannah;in terrestrial bromeliad roots;Qualitative sampling in bromeliad roots;MI15-0579;Cloche_SR1_ROOT;Roots
EW-MI15-0285;658[0n];OTU#071;adult;Paratype;Martiodrilus;Martiodrilus tchoukouchipan;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;plateau forest at base camp;2.23398;-54.4503;331;plateau forest;in the soil;Qualitative sampling in soil;MI15-Camp;Camp_SOIL;Soil
EW-MI15-0298;658[0n];OTU#071;adult;Paratype;Martiodrilus;Martiodrilus tchoukouchipan;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;plateau forest on DIADEMA project C trail;2.233;-54.444;449;plateau forest;in decaying trunk;Qualitative sampling in decaying trunks;MI15-0557;LayonC_PLA_TRUNK;Trunks
EW-MI15-0303;658[0n];OTU#071;adult;Paratype;Martiodrilus;Martiodrilus tchoukouchipan;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;plateau forest at base camp;2.23398;-54.4503;331;plateau forest;in the soil;Qualitative sampling in soil;MI15-Camp;Camp_SOIL;Soil
EW-MI15-0165;658[0n];OTU#071;cocoon;Other;Martiodrilus;Martiodrilus tchoukouchipan;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;rocky savannah #1 on Sommet en Cloche  Inselberg;2.22795;-54.4672;623;inselberg rocky savannah;in terrestrial bromeliad roots;Qualitative sampling in bromeliad roots;MI15-0579;Cloche_SR1_ROOT;Roots
EW-MI15-0166;658[0n];OTU#071;cocoon;Other;Martiodrilus;Martiodrilus tchoukouchipan;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;rocky savannah #1 on Sommet en Cloche  Inselberg;2.22795;-54.4672;623;inselberg rocky savannah;in terrestrial bromeliad roots;Qualitative sampling in bromeliad roots;MI15-0579;Cloche_SR1_ROOT;Roots
EW-MI15-0167;658[0n];OTU#071;cocoon;Other;Martiodrilus;Martiodrilus tchoukouchipan;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;rocky savannah #1 on Sommet en Cloche  Inselberg;2.22795;-54.4672;623;inselberg rocky savannah;in terrestrial bromeliad roots;Qualitative sampling in bromeliad roots;MI15-0579;Cloche_SR1_ROOT;Roots
EW-MI15-0168;623[0n];OTU#071;cocoon;Other;Martiodrilus;Martiodrilus tchoukouchipan;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;rocky savannah #1 on Sommet en Cloche  Inselberg;2.22795;-54.4672;623;inselberg rocky savannah;in terrestrial bromeliad roots;Qualitative sampling in bromeliad roots;MI15-0579;Cloche_SR1_ROOT;Roots
EW-MI15-0169;658[0n];OTU#071;cocoon;Other;Martiodrilus;Martiodrilus tchoukouchipan;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;rocky savannah #1 on Sommet en Cloche  Inselberg;2.22795;-54.4672;623;inselberg rocky savannah;in terrestrial bromeliad roots;Qualitative sampling in bromeliad roots;MI15-0579;Cloche_SR1_ROOT;Roots
EW-MI15-0331;658[0n];OTU#071;cocoon;Other;Martiodrilus;Martiodrilus tchoukouchipan;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;rocky savannah #2 on Sommet en Cloche  Inselberg;2.23293;-54.4609;427;inselberg rocky savannah;in terrestrial bromeliad roots;Qualitative sampling in bromeliad roots;MI15-0591;Cloche_SR2_ROOT;Roots
EW-MI15-0332;658[0n];OTU#071;cocoon;Other;Martiodrilus;Martiodrilus tchoukouchipan;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;rocky savannah #2 on Sommet en Cloche  Inselberg;2.23293;-54.4609;427;inselberg rocky savannah;in terrestrial bromeliad roots;Qualitative sampling in bromeliad roots;MI15-0591;Cloche_SR2_ROOT;Roots
EW-MI15-0354;658[0n];OTU#071;Fragment;Other;Martiodrilus;Martiodrilus tchoukouchipan;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;transition forest # 1 Sommet en Cloche Inselberg;2.23183;-54.4609;401;inselberg transition forest;in the soil;Qualitative sampling in soil;MI15-0593;Cloche_FT1_SOIL;Soil
